,CourseID,Descriptions,School
126,AFRI 2001. Theories of Africana Thought: Intellectual History andCritical Theory.,"This course will be a close reading of the various ideas, theories andpractices of the thinkers, writers, artists and activitists whose work andpractices have constituted an Africana intellectual tradition. In conductingthis review we will examine questions around the formation and the historyof thought and intellectual traditions in general. We will also think aboutthe various fields of knowldege which have shaped Africana thought.The course therefore will spend some time working through the differentmeanings of intellectual work and critical thought and theory. Enrollmentlimited to 12 graduate students.",BrownCourses
127,AFRI 2002. Theories of Africana Thought: Literary and ExpressiveCultures.,"A preoccupation of Africana Studies involves the central, highly contestedrole of the notion of what constitutes black culture in the modern world.To what degree can we claim aesthetic and other distinctions betweenblack cultures in the Diaspora and other western cultural practices andexpressive forms? What role did enslavement, forced migration andsegregation play in shaping Africana culture in the modern west? Thesecultural debates play a central role in literary, musical, philosophical,aesthetic, historical and sociological analyses of the culture of people ofAfrican descent frame this graduate course.",BrownCourses
128,AFRI 2102. Interdisciplinary Methods and Africana Studies.,"This graduate seminar focuses on interdisciplinary methodology andAfricana Studies. The seminar explores how students and scholars inAfricana Studies use interdisciplinary methods developed in the socialsciences and the humanities in novel and innovative ways. Studentswill critically examine key methodological issues in Africana Studies andhow and in what ways these issues are similar to and differ from suchdisciplines as economics, history, sociology, and literature. Prerequisite:a prior undergraduate or graduate level methods in Humanities or SocialSciences. Enrollment limited to 20.",BrownCourses
129,AFRI 2450. Exchange Scholar Program.,"
",BrownCourses
130,AFRI 2970. Preliminary Examination Preparation.,For graduate students who have met the tuition requirement and arepaying the registration fee to continue active enrollment while preparing fora preliminary examination.,BrownCourses
131,AFRI 2980. Graduate Level Independent Reading and Research.,A program of intensive reading and research. Section numbers may varyby instructor. Please check Banner for the correct section number andCRN to use when registering for this course.,BrownCourses
132,AFRI 2990. Thesis Preparation.,For graduate students who have met the residency requirement and arecontinuing research on a full time basis.,BrownCourses
133,AMST 0190O. Expressway Worlds: Landscape and Life on theMargins of U.S. Highways.,"This course explores the history, legacy, and material presence of U.S.highways from the mid-twentieth to the present. Bridging diverse fields andways of knowing, from cultural history to road ecology, it endeavors to de-familiarize a ubiquitous feature of life and landscape in the contemporaryUnited States, the federal highway system, and invites students to criticallyre-encounter the same.
",BrownCourses
134,AMST 1600H. Monsters in our Midst: The Plantation and the Woods inTrans-American Literature (ENGL 1711N).,Interested students must register for ENGL 1711N.,BrownCourses
135,AMST 1700F. American Publics.,"Americans worry about the quality of their civic life and fear its decline.This junior seminar examines an important concept, the public sphere,in its popular and political dimensions as well as the challenges to theboundaries of American public life. Who is a citizen and thus eligibleto participate? The course pays particular attention to concerns aboutthe impact of new media--print, broadcasting, the internet. Assignmentswill take students into the community to think about social, cultural, andpolitical publics. Not open to first year students or sophomores. Enrollmentlimited to 20.",BrownCourses
136,"AMST 1700N. Public Memory: Testimony, Memorial, Ritual.","This seminar explores theories and practices of public memory by studyingthree related topics and media. Questions about the relation of historyand memory are pursued by reading verbal testimony. Questions aboutcommemoration are developed by looking at material objects and publicspaces. Questions about embodied memory are explored by witnessingtrauma, performance, and ritual. Readings will include Freud, Nora,Derrida, Halbwachs, Laub, Savage, Connerton, Taylor and Young. RhodeIsland will provide our field for understanding how public memory works inverbal, material, and embodied signs of the past and present.",BrownCourses
137,"AMST 1700X. Global Macho: Race, Gender, and Action Movies.","Carefully sifting through an oft-overlooked but globally popular genre - themuscle-bound action - this class asks: what sort of racial work does anaction movie do? What is the role of women in this genre? How shouldwe scrutinize these supposedly empty trifles of the global popular? Howshould we think critically about movies that feature - often without apology- a deep, dangerous obsession with masculinity, patriarchy, war, andlawlessness, with violence outside of civil society. In short, from Hollywoodto Hong Kong to Rio to Paris to Mexico City, what makes the action moviegenre tick?",BrownCourses
138,AMST 1800. Honors Seminar.,This seminar is for second-semester junior American Studies and EthnicStudies concentrators who are interested in writing an honors thesis intheir senior year. The outcome of this course will be a proposal for thehonors thesis along with a bibliography and a research plan and schedule.Topics covered will be the research methods associated with differentdisciplines; how to make the thesis interdisciplinary; integrating publicprojects and new media into a thesis. Open to juniors concentrating inAmerican Studies and Ethnic Studies. Enrollment limited to 20. S/NC,BrownCourses
139,AMST 1800A. The Cultural and Social Life of the Built Environment(URBN 1870N).,Interested students must register for URBN 1870N.,BrownCourses
140,AMST 1900P. Essaying Culture.,"This course is interested in the essay as form. As a verb, essay means""to make an often tentative or experimental effort to perform."" We willexplore through reading and our own writing the poetic, gnomic, and oftendesultory moves the essay makes as it seeks to understand its culturalobjects. Like the novel, the essay is an omnivorous form. It consists offragments, poetry, personal reflection, lists, rational argument, and muchmore as it winds its way to understanding. We will be reading a range ofessays, as well as theories of the form.",BrownCourses
141,AMST 1901B. Form Matters: Contemporary Short Fiction.,"Form Matters is an advanced seminar in reading contemporary shortfiction, mainly centered on US writers. The class particularly focuseson socially-attuned and historically-minded neo-formalist analyses ofliterature. Fiction readings will be supplemented with relevant criticalreadings from both scholars and practicing writers. Students will beexpected to engage in rigorous discussion of the material. Goals ofthe course include introducing you to a relevant critical vocabulary fordiscussing form, deepening your familiarity with contemporary US shortfiction, and improving your oral and written communication skills.",BrownCourses
142,AMST 1903I. Museum Histories.,"Museums collect and display art and artifacts not only to preserveculture heritage, but also to educate, engage, and entertain. This courseexamines the history of museums– of art, history, anthropology, naturalhistory, science and technology– to understand their changing goals andtheir changing place in American society. It also considers the changeswithin museums, in the work of curation, conservation, education, andsocial engagement. Students will read museum history and theory, engagewith museum archives and other primary sources, and produce a researchpaper or a digital or public project.",BrownCourses
143,"AMST 1903Z. Shrine, House or Home: Rethinking the House MuseumParadigm.","This seminar will examine historic house museums within the contextof American culture from the founding of Mount Vernon in 1853 to theirpresent decline in popularity and relevance. Utilizing sources from avariety of disciplines including literature, women's and family history, andmuseum and preservation theory and practice, students will re-examinethe prevailing historic house museum paradigm and develop interpretationplans for house museums in the Providence area. Enrollment limited to20. If oversubscribed, priority is given to students in the Public HumanitiesPrograms and Department of American Civilizations. No prerequisites.",BrownCourses
144,AMST 1905O. Reading and Righting Histories of Violence.,"This seminar proposes “histories of violence” as a useful framework tointerrogate the varied forms of violence that constitute Western liberalmodernity. These forms include systems of state power and imperialpractices; subjective violence through raced, gendered, and sexualizedhierarchies; and narrative violence that prevents histories and voices fromemerging through the erasure of archives and narrative silencing. Coursereadings consider ongoing local and transnational struggles to reckonwith the violent histories of slavery, empire, colonialism, nationalism,and democracy. They offer interdisciplinary models for researching andnarrating these histories. Class discussions with consider avenues forreckoning with histories of violence.",BrownCourses
145,AMST 1906A. History of Skill.,"We speak of skilled and unskilled work; but what is skill? In this course wewill look for skill captured in embodied knowledge, in the words, images,and videos of instruction manuals, and in the material culture of work. Wewill consider the context of skills: changing ideas about skill throughoutAmerican history and the ways in which race, gender, and ethnicity haveshaped the definition of skill and the nature of skilled work. Researchbased in primary sources, including students’ own skills, will lead tohistorical or ethnographic essays.",BrownCourses
146,AMST 1906R. Law and Transformative Social Change.,"What potential does the law hold to bring about transformative socialchange in today’s society? Relatedly, what strategies and approacheshave social movement activists utilized to engage lawyers and the broaderlegal system? We will answer these questions through an examinationof models of activist and public interest lawyering from the Civil Rights,Environment Justice, Immigrant Rights and same sex marriagemovements. Readings will draw from sociological, anthropological, legaland historical texts and legal cases with a focus on exploring multipleaspects of a legal decision.",BrownCourses
